RepID,ManagerID,Segment,Region,TenureMonths,Certified,AvgDealSize,Opportunities,Wins,RawWinRate,TrueWinRate,ExposureMonths,OutboundMeetings,RawMeetingsPerMonth,TrueMeetingsPerMonth,MeanDiscountPct,DiscountSD,TrueMeanDiscountPct,Losses,LossCompetitor,LossNoDecision,LossBudget,LossTiming,TrueLossCompetitor,TrueLossNoDecision,TrueLossBudget,TrueLossTiming
R-1404,M-234,Mid-Market,EMEA,14.8,No,23500,36,6,0.1667,0.2679,14.8,40,2.7027,3.2963,16.6677,11.8968,12.7097,30,9,18,1,2,0.3651,0.4964,0.0867,0.0519
R-1405,M-234,Mid-Market,EMEA,82.2,Yes,51600,67,16,0.2388,0.3052,24.0,71,2.9583,2.8283,13.1604,9.5883,11.5103,51,10,28,10,3,0.1692,0.4686,0.2551,0.1071
R-1406,M-234,Mid-Market,EMEA,18.9,Yes,42900,50,8,0.16,0.1432,18.9,75,3.9683,3.687,13.6109,8.9091,15.188,42,15,16,10,1,0.3203,0.3888,0.2448,0.0461
R-1407,M-234,Mid-Market,EMEA,9.6,No,37200,33,5,0.1515,0.075,9.6,44,4.5833,5.5157,11.0803,9.3277,9.6148,28,10,6,8,4,0.3725,0.2794,0.2636,0.0845
R-1408,M-234,Mid-Market,EMEA,46.6,No,46200,93,31,0.3333,0.3204,24.0,114,4.75,4.4052,10.0832,8.6786,7.0751,62,24,11,12,15,0.3684,0.2268,0.2412,0.1635
R-1409,M-234,Mid-Market,EMEA,13.2,Yes,33400,60,22,0.3667,0.2941,13.2,62,4.697,4.3975,18.477,9.0833,16.5179,38,13,6,8,11,0.2976,0.2469,0.1481,0.3075
R-1410,M-234,Mid-Market,EMEA,24.2,Yes,33300,92,19,0.2065,0.1757,24.0,134,5.5833,4.4307,9.8477,10.1678,10.1853,73,30,14,21,8,0.3791,0.1672,0.3292,0.1244
R-1411,M-234,Mid-Market,EMEA,68.1,Yes,45400,79,40,0.5063,0.4561,24.0,144,6.0,5.6129,8.6195,8.7314,8.1683,39,6,5,13,15,0.1859,0.1472,0.2214,0.4455
R-1412,M-234,Mid-Market,EMEA,2.5,No,42900,3,1,0.3333,0.1585,2.5,2,0.8,3.0085,6.513,9.0878,8.4341,2,1,1,0,0,0.4085,0.4184,0.0491,0.1239
R-1413,M-234,Mid-Market,EMEA,16.3,No,37400,57,10,0.1754,0.226,16.3,80,4.908,5.803,10.193,9.3832,11.1292,47,12,10,21,4,0.3397,0.183,0.3976,0.0797
R-1414,M-235,Enterprise,North America,52.3,Yes,156900,28,7,0.25,0.2481,24.0,102,4.25,3.8165,15.6932,9.9345,14.3918,21,11,3,2,5,0.4914,0.2585,0.1087,0.1414
R-1415,M-235,Enterprise,North America,7.7,No,211000,13,2,0.1538,0.2126,7.7,18,2.3377,2.359,15.6789,7.0927,10.2419,11,4,4,0,3,0.4631,0.1668,0.1765,0.1936
R-1416,M-235,Enterprise,North America,4.4,Yes,176100,4,0,0.0,0.1654,4.4,12,2.7273,2.8222,16.7958,15.4363,11.8713,4,3,1,0,0,0.3929,0.2026,0.1591,0.2454
R-1417,M-235,Enterprise,North America,20.2,Yes,203900,25,4,0.16,0.0871,20.2,31,1.5347,1.9249,13.6771,8.1093,12.3227,21,8,4,3,6,0.3907,0.2743,0.1748,0.1602
R-1418,M-235,Enterprise,North America,25.6,No,205200,32,16,0.5,0.3891,24.0,62,2.5833,3.066,12.7332,8.6401,12.9397,16,10,2,2,2,0.5044,0.2722,0.0673,0.1561
R-1419,M-235,Enterprise,North America,12.0,No,180800,12,0,0.0,0.2535,12.0,30,2.5,2.4954,24.0062,9.2333,15.6963,12,4,2,3,3,0.2553,0.2162,0.1236,0.405
R-1420,M-235,Enterprise,North America,62.8,Yes,193500,32,18,0.5625,0.4917,24.0,59,2.4583,2.0753,11.8338,9.7643,10.9715,14,2,9,2,1,0.241,0.4154,0.2324,0.1112
R-1421,M-235,Enterprise,North America,20.2,Yes,144000,28,11,0.3929,0.4212,20.2,73,3.6139,3.2201,9.8208,10.2199,5.3831,17,7,6,3,1,0.3423,0.3548,0.2129,0.0899
R-1422,M-235,Enterprise,North America,47.5,Yes,222500,33,17,0.5152,0.2531,24.0,61,2.5417,2.879,12.5694,9.3129,8.6494,16,4,6,0,6,0.4051,0.2734,0.0613,0.2602
R-1423,M-235,Enterprise,North America,14.7,Yes,208300,25,7,0.28,0.269,14.7,35,2.381,2.4924,12.0485,9.3288,13.7923,18,5,12,1,0,0.4641,0.3796,0.0812,0.0751
R-1424,M-235,Enterprise,North America,5.0,No,150100,4,4,1.0,0.2358,5.0,7,1.4,1.6234,22.5988,7.8657,14.0119,0,0,0,0,0,0.3139,0.298,0.2322,0.1559
R-1425,M-235,Enterprise,North America,13.7,No,215200,17,7,0.4118,0.2415,13.7,28,2.0438,2.3167,14.4989,8.8169,12.744,10,4,5,0,1,0.2859,0.5098,0.1644,0.04
R-1426,M-235,Enterprise,North America,14.2,Yes,223100,15,2,0.1333,0.1759,14.2,45,3.169,3.1173,19.735,12.4722,15.0713,13,7,4,2,0,0.6284,0.208,0.1054,0.0582
R-1427,M-236,Mid-Market,EMEA,12.6,No,33400,44,4,0.0909,0.0375,12.6,52,4.127,3.8586,14.9306,10.1745,15.13,40,6,9,15,10,0.1698,0.3087,0.3515,0.17
R-1428,M-236,Mid-Market,EMEA,8.9,No,24200,33,4,0.1212,0.0213,8.9,52,5.8427,5.4404,14.3372,10.8857,14.5777,29,7,15,3,4,0.256,0.4,0.1233,0.2208
R-1429,M-236,Mid-Market,EMEA,40.8,Yes,33800,95,7,0.0737,0.095,24.0,86,3.5833,3.3614,15.1163,10.3618,16.247,88,15,25,39,9,0.1474,0.3009,0.4756,0.0761
R-1430,M-236,Mid-Market,EMEA,14.8,No,44200,40,3,0.075,0.1109,14.8,37,2.5,2.8773,10.1195,8.4768,10.6237,37,20,7,5,5,0.4413,0.2984,0.1716,0.0887
R-1431,M-236,Mid-Market,EMEA,68.2,Yes,42500,75,8,0.1067,0.1302,24.0,155,6.4583,6.3698,12.1666,8.9109,12.6755,67,12,12,13,30,0.2699,0.1547,0.222,0.3535
R-1432,M-236,Mid-Market,EMEA,30.3,No,33000,115,6,0.0522,0.0795,24.0,70,2.9167,2.7375,11.7771,9.097,11.1254,109,16,60,27,6,0.13,0.5207,0.271,0.0783
R-1433,M-236,Mid-Market,EMEA,36.0,Yes,38100,46,9,0.1957,0.1718,24.0,61,2.5417,3.0077,18.6252,9.9849,17.4513,37,13,16,2,6,0.249,0.577,0.0339,0.1402
R-1434,M-236,Mid-Market,EMEA,12.8,No,48600,43,8,0.186,0.1006,12.8,58,4.5312,3.4697,14.3276,8.8091,13.9149,35,3,11,11,10,0.1027,0.3227,0.3584,0.2162
R-1435,M-236,Mid-Market,EMEA,8.1,No,35400,22,1,0.0455,0.0381,8.1,30,3.7037,3.3725,11.5737,9.2433,13.3494,21,10,4,4,3,0.2923,0.3986,0.1901,0.1189
R-1436,M-236,Mid-Market,EMEA,24.0,Yes,32100,79,7,0.0886,0.0752,24.0,92,3.8333,4.0358,10.3406,8.6594,8.172,72,16,27,26,3,0.2244,0.4514,0.2101,0.1141
R-1437,M-236,Mid-Market,EMEA,3.1,No,33600,6,1,0.1667,0.176,3.1,12,3.871,3.7509,12.6229,9.4095,7.9939,5,1,2,2,0,0.3668,0.2704,0.2558,0.1069
R-1438,M-236,Mid-Market,EMEA,32.3,No,42700,94,7,0.0745,0.0708,24.0,85,3.5417,4.0913,11.9737,9.4659,11.7656,87,43,38,0,6,0.4274,0.4114,0.07,0.0912
R-1439,M-236,Mid-Market,EMEA,5.7,No,49200,13,1,0.0769,0.0126,5.7,19,3.3333,4.1157,11.3773,7.5139,12.805,12,4,2,2,4,0.4339,0.1679,0.129,0.2691
R-1440,M-236,Mid-Market,EMEA,10.0,No,37700,37,1,0.027,0.0574,10.0,45,4.5,5.0542,10.0423,9.0616,11.2306,36,22,10,2,2,0.6597,0.2349,0.0702,0.0353
R-1441,M-236,Mid-Market,EMEA,16.8,Yes,44600,50,5,0.1,0.0881,16.8,100,5.9524,5.647,17.1852,11.7313,16.0821,45,33,5,3,4,0.5961,0.2216,0.0999,0.0824
R-1442,M-236,Mid-Market,EMEA,62.4,No,42100,78,2,0.0256,0.072,24.0,94,3.9167,4.1932,6.233,7.3156,6.145,76,14,25,15,22,0.1278,0.4049,0.1782,0.2891
R-1443,M-236,Mid-Market,EMEA,12.0,No,26500,59,3,0.0508,0.0466,12.0,47,3.9167,3.2881,11.3989,8.8577,10.744,56,17,11,16,12,0.1867,0.2207,0.372,0.2206
R-1444,M-237,Enterprise,EMEA,4.7,No,152000,3,0,0.0,0.11,4.7,14,2.9787,3.2755,9.9454,7.9444,12.567,3,1,1,0,1,0.4264,0.3982,0.0198,0.1556
R-1445,M-237,Enterprise,EMEA,9.9,No,143800,10,0,0.0,0.1335,9.9,51,5.1515,3.8568,10.7228,8.1137,12.0505,10,5,3,0,2,0.514,0.3131,0.0503,0.1226
R-1446,M-237,Enterprise,EMEA,17.9,No,152900,16,4,0.25,0.1588,17.9,40,2.2346,1.9223,12.2462,9.2596,12.2867,12,4,7,0,1,0.313,0.4481,0.0021,0.2367
R-1447,M-237,Enterprise,EMEA,9.4,No,177500,15,1,0.0667,0.1371,9.4,25,2.6596,1.7935,18.5487,13.4066,14.7791,14,6,3,5,0,0.3946,0.2596,0.2424,0.1034
R-1448,M-237,Enterprise,EMEA,25.6,Yes,190000,47,10,0.2128,0.1843,24.0,77,3.2083,2.5781,11.3924,9.5511,12.2884,37,17,17,1,2,0.2292,0.4914,0.0664,0.213
R-1449,M-237,Enterprise,EMEA,11.0,Yes,220900,16,2,0.125,0.274,11.0,37,3.3636,3.2986,13.2587,9.1692,11.4329,14,4,9,1,0,0.3346,0.5075,0.1048,0.0531
R-1450,M-237,Enterprise,EMEA,17.9,No,153300,21,2,0.0952,0.1892,17.9,56,3.1285,2.9712,16.1096,7.6126,12.459,19,6,9,0,4,0.3517,0.4611,0.0244,0.1628
R-1451,M-237,Enterprise,EMEA,11.4,Yes,213500,14,1,0.0714,0.1939,11.4,47,4.1228,3.9296,7.6096,8.2401,3.4373,13,5,6,0,2,0.3713,0.5369,0.0306,0.0611
R-1452,M-237,Enterprise,EMEA,44.5,Yes,202800,37,10,0.2703,0.239,24.0,34,1.4167,1.2542,16.9704,10.1803,15.4296,27,16,7,1,3,0.4169,0.4103,0.0565,0.1163
R-1453,M-237,Enterprise,EMEA,32.2,Yes,189100,41,12,0.2927,0.3469,24.0,41,1.7083,1.7754,16.1964,10.538,12.6525,29,12,15,0,2,0.407,0.4838,0.016,0.0932
R-1454,M-237,Enterprise,EMEA,33.9,No,162900,42,7,0.1667,0.2131,24.0,58,2.4167,2.7556,18.0798,10.7618,15.7925,35,16,7,5,7,0.5115,0.227,0.1265,0.1349
R-1455,M-237,Enterprise,EMEA,13.0,No,220500,23,6,0.2609,0.278,13.0,44,3.3846,3.0271,8.5971,9.3316,8.3154,17,5,11,1,0,0.398,0.4373,0.1389,0.0259
R-1456,M-237,Enterprise,EMEA,44.1,Yes,196000,27,4,0.1481,0.2724,24.0,46,1.9167,2.119,11.5162,8.5848,11.5699,23,12,5,2,4,0.488,0.143,0.1313,0.2377
R-1457,M-237,Enterprise,EMEA,30.6,No,154300,39,12,0.3077,0.2561,24.0,61,2.5417,2.3198,16.3134,8.1683,16.6477,27,10,6,5,6,0.463,0.2675,0.1102,0.1593
R-1458,M-237,Enterprise,EMEA,11.9,No,181600,12,1,0.0833,0.1202,11.9,34,2.8571,2.4751,9.0147,8.8533,8.6766,11,6,4,0,1,0.5722,0.2523,0.143,0.0326
R-1459,M-237,Enterprise,EMEA,43.9,Yes,191300,30,11,0.3667,0.5106,24.0,89,3.7083,3.6527,15.8864,10.6649,16.5608,19,11,3,2,3,0.398,0.2891,0.0512,0.2617
R-1460,M-237,Enterprise,EMEA,17.2,Yes,221300,24,3,0.125,0.2016,17.2,42,2.4419,1.8604,16.2085,11.7375,15.896,21,8,11,0,2,0.3545,0.3919,0.0278,0.2258
R-1461,M-238,Mid-Market,EMEA,6.7,No,36500,20,0,0.0,0.0512,6.7,32,4.7761,3.9277,10.2453,7.1543,15.3454,20,11,4,3,2,0.5491,0.2137,0.0742,0.163
R-1462,M-238,Mid-Market,EMEA,73.0,Yes,26800,122,24,0.1967,0.2548,24.0,97,4.0417,3.8251,10.539,9.8067,9.8331,98,22,53,15,8,0.1932,0.5161,0.1839,0.1068
R-1463,M-238,Mid-Market,EMEA,4.1,No,46700,9,1,0.1111,0.115,4.1,28,6.8293,6.757,16.0985,11.7396,12.6703,8,1,2,4,1,0.1474,0.2751,0.4694,0.1081
R-1464,M-238,Mid-Market,EMEA,55.8,No,40500,58,10,0.1724,0.1198,24.0,98,4.0833,3.491,14.4205,10.8473,14.658,48,15,6,6,21,0.3233,0.1202,0.1886,0.3679
R-1465,M-238,Mid-Market,EMEA,2.8,No,37700,5,1,0.2,0.0425,2.8,14,5.0,3.287,8.2833,7.1518,11.3862,4,1,1,1,1,0.3085,0.3175,0.1311,0.243
R-1466,M-238,Mid-Market,EMEA,3.0,No,34800,5,0,0.0,0.1287,3.0,13,4.3333,4.8595,9.401,10.4317,12.3116,5,0,2,3,0,0.1744,0.5626,0.2278,0.0351
R-1467,M-239,Enterprise,EMEA,11.5,No,242900,16,4,0.25,0.1258,11.5,36,3.1304,2.6321,14.125,8.1794,20.4614,12,2,7,2,1,0.1542,0.497,0.2173,0.1316
R-1468,M-239,Enterprise,EMEA,6.3,No,149700,7,0,0.0,0.0898,6.3,10,1.5873,1.2107,11.4192,10.3101,10.2022,7,1,4,1,1,0.2549,0.3452,0.2899,0.1101
R-1469,M-239,Enterprise,EMEA,15.9,Yes,185500,20,3,0.15,0.1465,15.9,31,1.9497,1.8172,14.8132,9.371,16.217,17,10,5,2,0,0.5045,0.4062,0.0417,0.0476
R-1470,M-239,Enterprise,EMEA,27.4,Yes,179900,30,7,0.2333,0.1938,24.0,47,1.9583,1.8402,13.9305,10.6237,13.2602,23,13,4,5,1,0.609,0.1126,0.1328,0.1456
R-1471,M-239,Enterprise,EMEA,26.5,No,183600,48,6,0.125,0.0999,24.0,53,2.2083,2.4306,14.0969,10.0214,13.6372,42,12,18,2,10,0.4154,0.3821,0.0533,0.1492
R-1472,M-239,Enterprise,EMEA,57.1,No,163600,43,5,0.1163,0.1353,24.0,35,1.4583,1.5751,11.0523,9.8618,10.7557,38,17,18,1,2,0.4867,0.3327,0.064,0.1166
R-1473,M-239,Enterprise,EMEA,17.5,Yes,153500,22,0,0.0,0.0635,17.5,56,3.2,3.1705,8.455,10.4669,9.2124,22,11,7,4,0,0.4533,0.379,0.121,0.0466
R-1474,M-239,Enterprise,EMEA,35.4,Yes,152200,33,6,0.1818,0.2042,24.0,35,1.4583,1.3472,13.096,8.9966,12.8602,27,5,20,2,0,0.2226,0.6788,0.0805,0.018
R-1475,M-239,Enterprise,EMEA,8.5,Yes,143600,12,2,0.1667,0.0901,8.5,30,3.5294,3.4191,10.2128,8.6757,5.1778,10,5,3,0,2,0.4425,0.2927,0.022,0.2429
R-1476,M-239,Enterprise,EMEA,31.6,No,179700,16,2,0.125,0.0763,24.0,81,3.375,2.8559,12.9896,9.6731,10.867,14,8,4,1,1,0.4221,0.298,0.0906,0.1894
R-1477,M-239,Enterprise,EMEA,2.7,No,177700,3,0,0.0,0.0744,2.7,7,2.5926,1.7898,15.537,7.8437,13.4419,3,2,1,0,0,0.4248,0.2995,0.1601,0.1155
R-1478,M-239,Enterprise,EMEA,13.4,Yes,146600,15,1,0.0667,0.1081,13.4,25,1.8657,1.7067,10.8932,9.2284,13.4989,14,1,7,3,3,0.2537,0.3621,0.2056,0.1786
R-1479,M-239,Enterprise,EMEA,54.4,Yes,194600,32,4,0.125,0.2188,24.0,50,2.0833,1.8389,15.0616,11.0354,14.2856,28,15,2,0,11,0.5501,0.1509,0.042,0.2571
R-1480,M-239,Enterprise,EMEA,41.4,No,184900,37,1,0.027,0.0909,24.0,45,1.875,2.0037,14.1678,11.6002,11.9866,36,16,14,1,5,0.3436,0.4618,0.0918,0.1028
R-1481,M-239,Enterprise,EMEA,38.9,Yes,204000,28,7,0.25,0.2501,24.0,25,1.0417,1.6722,18.4554,10.2344,15.2896,21,15,4,2,0,0.5355,0.2191,0.1452,0.1002
R-1482,M-240,Mid-Market,North America,31.0,Yes,20200,72,10,0.1389,0.1614,24.0,130,5.4167,4.6566,16.9963,9.9525,17.943,62,10,33,15,4,0.2812,0.4236,0.2033,0.0918
R-1483,M-240,Mid-Market,North America,34.8,Yes,36500,72,17,0.2361,0.2448,24.0,120,5.0,5.1932,11.0077,9.2577,8.7962,55,5,40,4,6,0.0717,0.7417,0.0902,0.0965
R-1484,M-240,Mid-Market,North America,12.1,Yes,23400,49,12,0.2449,0.253,12.1,48,3.9669,3.4582,12.6991,9.9624,10.8378,37,10,19,8,0,0.3151,0.3161,0.3266,0.0423
R-1485,M-240,Mid-Market,North America,2.4,No,52800,3,0,0.0,0.1133,2.4,9,3.75,6.98,18.3206,21.1965,14.314,3,1,1,1,0,0.4433,0.2402,0.1131,0.2034
R-1486,M-240,Mid-Market,North America,33.1,No,41300,107,8,0.0748,0.0824,24.0,140,5.8333,4.2576,11.4663,9.3329,9.7898,99,12,23,51,13,0.1978,0.1668,0.5488,0.0866
R-1487,M-240,Mid-Market,North America,2.1,Yes,32100,3,0,0.0,0.0899,2.1,11,5.2381,3.8546,17.6607,4.8241,18.2402,3,0,3,0,0,0.3121,0.5407,0.1306,0.0166
R-1488,M-240,Mid-Market,North America,57.7,Yes,44000,46,13,0.2826,0.2557,24.0,127,5.2917,5.1013,11.4668,11.0211,12.425,33,13,13,7,0,0.4199,0.3477,0.1101,0.1223
R-1489,M-240,Mid-Market,North America,43.2,Yes,41000,90,23,0.2556,0.175,24.0,98,4.0833,4.8725,9.9521,8.6543,6.9796,67,19,19,20,9,0.2521,0.2693,0.333,0.1455
R-1490,M-240,Mid-Market,North America,29.2,No,51300,70,0,0.0,0.0567,24.0,78,3.25,2.8538,17.6405,10.9141,17.7044,70,9,14,44,3,0.2344,0.1629,0.569,0.0338
R-1491,M-240,Mid-Market,North America,12.7,Yes,39900,33,4,0.1212,0.1211,12.7,44,3.4646,5.2213,14.4137,11.2817,10.5283,29,11,9,5,4,0.3362,0.3253,0.1979,0.1406
R-1492,M-240,Mid-Market,North America,5.2,No,44300,13,4,0.3077,0.2316,5.2,17,3.2692,2.2918,13.0445,8.5357,8.762,9,1,4,4,0,0.1433,0.2968,0.4513,0.1086
R-1493,M-241,SMB,North America,13.8,No,11800,79,20,0.2532,0.2444,13.8,27,1.9565,2.4831,18.4408,9.86,17.3993,59,3,29,18,9,0.0576,0.4976,0.2932,0.1515
R-1494,M-241,SMB,North America,50.9,Yes,10500,223,84,0.3767,0.3936,24.0,180,7.5,7.8924,12.1859,9.5326,10.814,139,35,48,35,21,0.2232,0.3105,0.2969,0.1694
R-1495,M-241,SMB,North America,50.9,No,8200,246,91,0.3699,0.3174,24.0,75,3.125,3.0924,17.9596,10.6258,17.2536,155,29,84,26,16,0.1821,0.5613,0.1252,0.1313
R-1496,M-241,SMB,North America,26.7,Yes,9200,126,21,0.1667,0.1288,24.0,124,5.1667,5.097,9.5994,8.4229,8.2556,105,33,17,37,18,0.3455,0.2024,0.335,0.1171
R-1497,M-241,SMB,North America,30.3,No,5300,194,5,0.0258,0.0501,24.0,136,5.6667,6.0649,9.6013,9.2555,9.2456,189,68,30,50,41,0.3617,0.1472,0.2845,0.2066
R-1498,M-241,SMB,North America,16.0,Yes,8900,143,26,0.1818,0.1746,16.0,62,3.875,4.0785,10.4982,8.466,9.6976,117,20,31,32,34,0.1713,0.2333,0.2518,0.3436
R-1499,M-242,SMB,EMEA,26.7,Yes,10500,185,88,0.4757,0.4492,24.0,129,5.375,5.8448,10.3473,9.0135,8.136,97,19,40,25,13,0.1505,0.3665,0.3711,0.112
R-1500,M-242,SMB,EMEA,2.8,No,7800,11,3,0.2727,0.3052,2.8,17,6.0714,4.6854,13.2363,9.8062,10.6871,8,0,7,1,0,0.1201,0.6723,0.0886,0.119
R-1501,M-242,SMB,EMEA,34.2,No,10000,147,18,0.1224,0.2126,24.0,155,6.4583,6.2228,12.7,8.9325,11.5306,129,33,58,28,10,0.2421,0.4606,0.2309,0.0664
R-1502,M-242,SMB,EMEA,69.5,No,9600,119,48,0.4034,0.4166,24.0,151,6.2917,7.1503,11.7301,9.6538,10.3331,71,36,19,11,5,0.4783,0.3163,0.1448,0.0606
R-1503,M-242,SMB,EMEA,18.1,Yes,7200,120,50,0.4167,0.4123,18.1,86,4.7514,4.6599,14.0767,9.6134,12.0229,70,17,21,25,7,0.2388,0.3682,0.3441,0.049
R-1504,M-242,SMB,EMEA,47.1,Yes,6800,173,90,0.5202,0.5259,24.0,128,5.3333,5.6243,9.4236,9.5912,8.3187,83,36,26,21,0,0.4135,0.3025,0.2721,0.0119
R-1505,M-242,SMB,EMEA,60.4,No,7700,181,54,0.2983,0.3923,24.0,143,5.9583,5.4119,11.7974,9.5742,10.839,127,16,20,83,8,0.1147,0.1826,0.6773,0.0253
R-1506,M-242,SMB,EMEA,14.5,No,7700,148,49,0.3311,0.293,14.5,77,5.3103,5.3876,12.824,9.2482,11.3504,99,28,25,45,1,0.2429,0.2768,0.4728,0.0075
R-1507,M-242,SMB,EMEA,16.8,No,7400,138,22,0.1594,0.1475,16.8,123,7.3214,7.1024,12.8637,9.4165,12.5299,116,31,65,12,8,0.2695,0.5398,0.1393,0.0514
R-1508,M-242,SMB,EMEA,9.6,Yes,8800,72,30,0.4167,0.4198,9.6,68,7.0833,7.7543,7.4881,8.4694,6.0751,42,18,8,16,0,0.2734,0.2632,0.4081,0.0553
R-1509,M-242,SMB,EMEA,9.8,Yes,7800,88,18,0.2045,0.2543,9.8,65,6.6327,5.9311,10.9043,9.9801,10.3255,70,20,14,16,20,0.2578,0.1569,0.3239,0.2615
R-1510,M-242,SMB,EMEA,13.6,No,6900,111,26,0.2342,0.2127,13.6,98,7.2059,7.6172,8.2827,8.8274,5.4166,85,10,42,26,7,0.1932,0.4433,0.2733,0.0902
R-1511,M-243,Enterprise,EMEA,11.4,No,158400,17,4,0.2353,0.2515,11.4,25,2.193,1.6738,14.3262,7.1963,12.1809,13,3,4,0,6,0.2187,0.3438,0.0614,0.3761
R-1512,M-243,Enterprise,EMEA,10.4,No,212100,11,2,0.1818,0.2118,10.4,31,2.9808,3.2469,10.8529,10.5016,14.1579,9,4,3,2,0,0.4277,0.2668,0.2273,0.0782
R-1513,M-243,Enterprise,EMEA,17.1,No,128600,26,10,0.3846,0.2032,17.1,37,2.1637,3.0454,17.2163,9.0516,14.2609,16,10,3,1,2,0.4949,0.315,0.1033,0.0868
R-1514,M-243,Enterprise,EMEA,14.3,No,251400,18,5,0.2778,0.2664,14.3,16,1.1189,1.4462,14.3724,9.295,15.3852,13,6,6,0,1,0.2872,0.5702,0.0365,0.1061
R-1515,M-243,Enterprise,EMEA,34.9,No,160600,33,7,0.2121,0.1446,24.0,59,2.4583,2.5522,11.1465,10.1591,8.4202,26,13,8,4,1,0.5222,0.3107,0.1519,0.0152
R-1516,M-243,Enterprise,EMEA,42.1,Yes,185500,20,2,0.1,0.1236,24.0,84,3.5,3.6725,12.2955,9.3508,14.896,18,6,5,6,1,0.3058,0.4502,0.1426,0.1014
R-1517,M-243,Enterprise,EMEA,17.8,No,139400,23,2,0.087,0.0834,17.8,36,2.0225,1.9102,12.8238,11.2888,13.6459,21,8,6,5,2,0.3187,0.3627,0.1183,0.2003
R-1518,M-243,Enterprise,EMEA,27.0,Yes,162900,27,9,0.3333,0.1902,24.0,52,2.1667,2.2486,16.076,12.2398,16.2373,18,3,6,5,4,0.2407,0.2464,0.0943,0.4186
R-1519,M-243,Enterprise,EMEA,6.6,No,188100,8,1,0.125,0.2181,6.6,15,2.2727,3.1052,13.4875,10.7304,9.8623,7,3,4,0,0,0.3478,0.4676,0.0808,0.1037
R-1520,M-243,Enterprise,EMEA,17.1,Yes,243900,20,5,0.25,0.3008,17.1,32,1.8713,2.2188,17.6247,11.2894,14.2367,15,4,6,1,4,0.3145,0.4419,0.0979,0.1457
R-1521,M-244,Enterprise,EMEA,13.6,No,204300,13,2,0.1538,0.2668,13.6,12,0.8824,1.056,12.7608,8.0193,12.7584,11,1,9,1,0,0.2531,0.5523,0.1569,0.0377
R-1522,M-244,Enterprise,EMEA,7.5,No,162000,6,3,0.5,0.1996,7.5,19,2.5333,2.7675,5.7594,5.2844,13.7699,3,2,1,0,0,0.429,0.4661,0.0284,0.0766
R-1523,M-244,Enterprise,EMEA,57.4,Yes,119000,46,29,0.6304,0.5988,24.0,28,1.1667,1.4627,12.9978,10.8271,11.3095,17,4,13,0,0,0.297,0.6067,0.0832,0.0132
R-1524,M-244,Enterprise,EMEA,12.2,No,143200,10,2,0.2,0.1005,12.2,32,2.623,3.1351,10.0165,5.4172,13.2319,8,2,5,1,0,0.6133,0.2854,0.0548,0.0465
R-1525,M-244,Enterprise,EMEA,13.3,Yes,163200,21,3,0.1429,0.1126,13.3,33,2.4812,2.2776,12.6996,7.714,13.5752,18,1,11,3,3,0.2637,0.4711,0.1459,0.1193
R-1526,M-244,Enterprise,EMEA,20.6,No,173900,22,6,0.2727,0.2071,20.6,44,2.1359,2.1113,13.9231,10.9098,13.4284,16,9,3,4,0,0.3664,0.3091,0.1947,0.1298
R-1527,M-244,Enterprise,EMEA,4.4,Yes,191600,3,0,0.0,0.2494,4.4,8,1.8182,3.0717,11.0074,9.8725,13.6546,3,0,1,0,2,0.2834,0.382,0.0434,0.2911
R-1528,M-244,Enterprise,EMEA,26.9,No,197900,45,11,0.2444,0.2506,24.0,47,1.9583,1.7294,10.8917,10.2343,10.4441,34,14,13,2,5,0.4936,0.2657,0.1793,0.0614
R-1529,M-244,Enterprise,EMEA,13.0,Yes,180500,22,8,0.3636,0.2867,13.0,27,2.0769,2.2727,10.123,10.1834,7.2344,14,5,6,2,1,0.3216,0.4443,0.0567,0.1774
R-1530,M-244,Enterprise,EMEA,6.2,No,211300,6,0,0.0,0.1563,6.2,8,1.2903,1.1293,11.5753,13.7233,13.9377,6,2,3,0,1,0.371,0.5218,0.014,0.0932
R-1531,M-245,Enterprise,North America,15.6,No,172200,16,2,0.125,0.1364,15.6,26,1.6667,1.5821,12.4117,9.9138,13.496,14,4,10,0,0,0.2648,0.4454,0.0612,0.2287
R-1532,M-245,Enterprise,North America,13.6,Yes,204400,25,8,0.32,0.2326,13.6,36,2.6471,2.2827,9.0567,8.3896,11.1318,17,8,7,1,1,0.4823,0.3379,0.076,0.1038
R-1533,M-245,Enterprise,North America,22.1,Yes,129400,26,6,0.2308,0.2074,22.1,73,3.3032,3.1411,16.7713,11.8666,15.5709,20,11,8,0,1,0.4209,0.321,0.1145,0.1437
R-1534,M-245,Enterprise,North America,49.3,Yes,136600,38,12,0.3158,0.2882,24.0,56,2.3333,2.1164,17.894,10.4489,19.0327,26,5,11,4,6,0.4033,0.2891,0.1827,0.125
R-1535,M-245,Enterprise,North America,16.8,No,202000,17,1,0.0588,0.1144,16.8,37,2.2024,2.4121,14.3719,9.3989,9.0542,16,2,5,2,7,0.3672,0.1588,0.1289,0.3451
R-1536,M-245,Enterprise,North America,19.7,Yes,214700,32,12,0.375,0.3309,19.7,48,2.4365,2.6246,8.6249,9.0723,7.8362,20,12,7,1,0,0.5074,0.2777,0.0148,0.2002
R-1537,M-245,Enterprise,North America,19.1,No,180400,26,3,0.1154,0.2209,19.1,45,2.356,2.4792,9.331,8.9746,7.6631,23,9,1,6,7,0.409,0.0606,0.1988,0.3317
